,cod_semana,total_valor,total_volumen,total_unidades
94,95,168206.35999999993,116563.98189999994,241301.98512000017
95,96,162628.50000000003,115235.81000000006,240134.28170000002
96,97,179079.38999999984,132016.18000000002,274379.9123999998
97,98,155094.79,106105.70000000003,220504.5800000002
98,99,173675.30000000022,121504.48999999996,234704.92720999994
99,100,274901.69999999984,192148.37,360646.3107999996
100,101,178333.6499999999,123667.34000000016,253308.35
101,102,121190.31000000006,85311.65999999996,178145.70000000004
102,103,134492.50999999995,95591.77000000003,205955.77948000008
103,104,153189.62000000005,112781.60000000003,252321.5630199999
104,105,148086.14999999997,108208.59999999987,220609.53845999987
105,106,152428.7599999999,106773.9199999999,234561.4249799999
106,107,143078.52999999994,100880.16999999997,215096.53999999995
107,108,153506.5499999999,112751.27000000002,222749.33063999997
108,109,181016.07999999993,138267.6599999999,306932.76664999995
109,110,160166.08999999985,114387.81000000007,258929.08628000013
110,111,170540.15000000014,118787.68,228768.2682399999
111,112,166141.85000000003,113984.33,223977.05466000005
112,113,158000.0299999999,110692.94,224676.3707800002
113,114,151779.53999999992,105837.73999999993,222048.0154200001
114,115,175554.38999999993,124094.15000000002,260623.0185399996
115,116,155387.0299999999,112772.98999999983,249755.57999999987
116,117,167019.55000000005,115832.43999999993,243044.75446000005
117,118,202600.92999999982,147360.09000000008,315464.1639899998
118,119,180369.37999999998,127582.69999999994,287827.09000000014
119,120,189343.31000000008,131994.95,291540.5600000001
120,121,186705.01999999955,132158.83999999985,283342.5507999999
121,122,183632.73999999996,127489.95999999999,265012.8646399997
122,123,184929.9000000004,124130.72999999995,262483.9441599998
123,124,175095.22,120277.87999999993,252608.67616000006
124,125,207956.9300000002,150343.19999999992,311108.8298299998
125,126,228548.8199999998,168918.98000000027,370747.7620000002
126,127,244836.30999999982,182210.09000000023,402400.70130000013
127,128,235663.2200000001,174417.37000000008,379721.2731300003
128,129,223414.21999999983,159313.19000000006,370541.0000000003
129,130,211319.98999999993,148254.48000000004,331638.9450800004
130,131,227144.21999999997,163749.17999999996,364101.3663199997
131,132,250518.66000000006,175543.67,379987.55177
132,133,232710.3600000001,165014.9900000001,365984.07859999966
133,134,221744.3200000001,162049.24000000002,344878.3108399999
134,135,199947.61000000004,141997.58000000005,289422.39167999977
135,136,214808.5700000001,153390.2,299257.61334000016
136,137,203940.27000000008,142859.61000000016,299640.8218200001
137,138,228118.81999999995,164744.11999999997,375364.3109100001
138,139,219415.91999999987,154777.57000000015,342862.45735999994
139,140,220746.08999999997,155315.73999999993,307821.44367999997
